id,name,popularity,duration_ms,explicit,artists,id_artists,release_date,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature
3di5hcvxxciiqwMH1jarhY,Set Fire to the Rain,76,242974,0,['Adele'],['4dpARuHxo51G3z768sgnrY'],2011-01-24,0.603,0.67,2,-3.882,0,0.0249,0.00408,1.68e-06,0.112,0.446,107.993,4
3C0nOe05EIt1390bVABLyN,On The Floor,75,284867,0,"['Jennifer Lopez', 'Pitbull']","['2DlGxzQSjYe5N6G9nkYghR', '0TnOYISbd1XYRBk9myaseg']",2011-01-01,0.73,0.777,3,-5.194,0,0.0496,0.105,0.000478,0.0691,0.575,130.0,4
5G1sTBGbZT5o4PNRc75RKI,Lonely Boy,75,193653,0,['The Black Keys'],['7mnBLXK823vNxN3UWB7Gfz'],2011-12-06,0.356,0.872,2,-7.837,1,0.068,0.00417,0.00975,0.0997,0.607,166.3,4
0RdUX4WE0fO30VnlUbDVL6,Still Loving You,74,403453,0,['Scorpions'],['27T030eWyCQRmDyuvr1kxY'],2011-11-04,0.282,0.605,6,-4.916,0,0.0294,0.0047,0.00144,0.103,0.0783,103.929,4
6T689Jvh5KrSXyaPtUWZtQ,Criminal,74,225080,0,['Britney Spears'],['26dSoYclwsYLMAKD3tpOr4'],2011-03-28,0.696,0.734,7,-5.294,1,0.0298,0.0485,0.0,0.183,0.711,107.987,4
1UqhkbzB1kuFwt2iy4h29Q,Cough Syrup,73,249520,0,['Young the Giant'],['4j56EQDQu5XnL7R3E9iFJT'],2011,0.534,0.721,11,-7.307,0,0.0417,0.0343,6.24e-06,0.115,0.225,128.978,3
1mB7dCUM7sPyNab6R43nlj,The Drug In Me Is You,73,218787,1,['Falling In Reverse'],['2CmaKO2zEGJ1NWpS1yfVGz'],2011-07-26,0.548,0.855,3,-3.266,1,0.151,0.0149,0.0,0.127,0.644,145.133,4
6zfczP87XO2SxWlQtnjFNa,The Look,73,277653,0,['Metronomy'],['54QMjE4toDfiCryzYWCpXX'],2011-04-11,0.638,0.535,9,-7.792,0,0.0415,0.623,0.0391,0.0837,0.504,84.947,4
6VRhkROS2SZHGlp0pxndbJ,Bangarang (feat. Sirah),72,215253,1,"['Skrillex', 'Sirah']","['5he5w2lnU9x7JFhnwcekXX', '3oAazIwC0nAYkOKVQPUC38']",2011-12-27,0.716,0.972,7,-2.302,1,0.196,0.0145,3.22e-05,0.317,0.576,110.026,4
2uhEKg8kIzpdvz4gyy6x8W,Only Love,72,249173,0,['Ben Howard'],['5schNIzWdI9gJ1QRK8SBnc'],2011-01-01,0.545,0.485,8,-9.941,1,0.151,0.3,0.00137,0.119,0.341,80.401,4
5lN1EH25gdiqT1SFALMAq1,Gold on the Ceiling,72,224333,0,['The Black Keys'],['7mnBLXK823vNxN3UWB7Gfz'],2011-12-06,0.505,0.833,0,-4.632,1,0.0475,0.00772,7.9e-05,0.069,0.565,130.121,4
7sRXhReWmJF5pqyg3uUTES,Solamente tú,72,247187,0,['Pablo Alborán'],['5M9Bb4adKAgrOFOhc05Y50'],2011-02-01,0.519,0.419,9,-6.276,1,0.033,0.457,0.0,0.161,0.266,140.033,4
0UeYCHOETPfai02uskjJ3x,Shooting Stars,71,235813,0,['Bag Raiders'],['6fXEqmGQEt6ONuqVmwrN46'],2011-01-01,0.636,0.72,11,-6.195,1,0.0432,0.0893,0.0178,0.0868,0.425,124.944,4
4TBtGrMgUYH7D5Tf5HLvyz,Let's Do It Again,71,192177,0,['J Boog'],['7oEWmZ9dKlAVxTgmjUbYr4'],2011-09-27,0.631,0.696,0,-5.631,0,0.211,0.578,0.0,0.0784,0.927,173.537,4
3CAX47TnPqTujLIQTw8nwI,Old Pine,71,328507,0,['Ben Howard'],['5schNIzWdI9gJ1QRK8SBnc'],2011-01-01,0.401,0.364,5,-10.836,1,0.033,0.45,0.0503,0.162,0.224,129.57,4
01Q3OyB05mLgH01fpdAMPP,Wait,71,343253,0,['M83'],['63MQldklfxkjYDoUE4Tppz'],2011-10-17,0.426,0.228,2,-10.552,1,0.0322,0.198,0.13,0.0832,0.0822,147.994,4
3zLEa9wqI0OLMIZ6RxhOym,Send Me An Angel,12,236936,0,['Real Life'],['1n0pe6Cx9pCNvXYkX9TTLX'],2010-12-21,0.663,0.788,2,-7.754,0,0.03,0.031,0.0,0.166,0.616,127.968,4
5sG3G54H21hNfd5etlheoe,Satellite,70,238573,0,['Rise Against'],['6Wr3hh341P84m3EI8qdn9O'],2011-01-01,0.387,0.94,5,-4.16,0,0.0528,0.00369,0.0,0.0759,0.444,134.876,4
76Je5Wklky23mVoxiRszcN,Walk,69,255960,0,['Foo Fighters'],['7jy3rLJdDQY21OgRLCZ9sD'],2011-04-12,0.234,0.865,9,-5.131,1,0.0516,3.62e-05,0.000532,0.289,0.194,137.107,4
2eF2x1BkgilhaZ2AipRY8j,Turning Tables,68,250000,0,['Adele'],['4dpARuHxo51G3z768sgnrY'],2011-01-24,0.353,0.446,0,-6.044,0,0.0285,0.95,1.35e-05,0.132,0.211,155.476,4
4bCOAuhvjsxbVBM5MM8oik,When We Stand Together,68,190787,0,['Nickelback'],['6deZN1bslXzeGvOLaLMOIF'],2011-11-14,0.446,0.9,10,-3.541,0,0.0489,0.000102,1.89e-05,0.0404,0.88,187.961,4
5fpEDGQX0Ah3utGnFYulQZ,Keep Your Head Up,68,264547,0,['Ben Howard'],['5schNIzWdI9gJ1QRK8SBnc'],2011-01-01,0.508,0.596,4,-9.034,0,0.0334,0.439,9.84e-06,0.111,0.4,79.359,4
6u0x5ad9ewHvs3z6u9Oe3c,Under Cover of Darkness,68,235547,0,['The Strokes'],['0epOFNiUfyON9EYx7Tpr6V'],2011-03-21,0.35,0.775,11,-3.364,1,0.054,0.00433,0.283,0.0676,0.588,199.866,4
1PXsUXSM3LF2XNSkmIldPb,Little Black Submarines,68,251267,0,['The Black Keys'],['7mnBLXK823vNxN3UWB7Gfz'],2011-12-06,0.365,0.466,2,-7.514,1,0.0418,0.161,6.68e-06,0.106,0.487,95.163,4
6udC4b4jOSnHb9ItnXgKLR,Saibo,68,195253,0,"['Sachin-Jigar', 'Shreya Ghoshal', 'Tochi Raina']","['1mBydYMVBECdDmMfE2sEUO', '0oOet2f43PA68X5RxKobEy', '6k6dimE4a6OFnD0HWmkIUW']",2011-03-28,0.619,0.429,2,-7.867,1,0.028,0.738,1.35e-05,0.136,0.545,90.058,4
5zZt5BzzSrUXwytlRatvc2,Cigarette Duet,68,260013,0,['Princess Chelsea'],['6SrA4711bML5NvPO13Tr6t'],2011,0.353,0.539,0,-8.003,0,0.0283,0.326,0.00141,0.0964,0.176,104.966,4
78ML3F5Lz3KiNkpnFAaR3q,Good Girls Bad Guys,68,195373,1,['Falling In Reverse'],['2CmaKO2zEGJ1NWpS1yfVGz'],2011-07-26,0.474,0.948,3,-2.592,1,0.122,0.0223,0.0,0.43,0.611,146.46,4
3HNTLCpAGnizbyJmk7466r,Never Let Me Go,67,270973,0,['Florence + The Machine'],['1moxjboGR7GNWYIMWsRjgG'],2011-01-01,0.452,0.736,9,-3.212,1,0.0378,0.297,2.2e-06,0.381,0.24,144.683,4
1zVMJGPMWKmD4cjTTyf68y,Rasputin - Club Mix,67,272227,0,"['Boney M.', 'G. Mart']","['54R6Y0I7jGUCveDTtI21nb', '1SPhsmUDPkxND9k2XMfKYc']",2011-02-21,0.719,0.907,6,-5.154,0,0.0502,0.167,0.00108,0.245,0.975,127.153,4
65hRZOQkVjmBdusz1N7aOv,Save The World,67,213338,0,['Swedish House Mafia'],['1h6Cn3P4NGzXbaXidqURXs'],2011-05-13,0.507,0.665,0,-7.598,1,0.0474,0.0144,0.0,0.0759,0.4,126.879,4
7F8RNvTQlvbeBLeenycvN6,Kun Faya Kun,67,470500,0,"['A.R. Rahman', 'Javed Ali', 'Mohit Chauhan']","['1mYsTxnqsietFxj1OgoGbG', '4W91bbPB2CTSsHwt7eqNl7', '5GnnSrwNCGyfAU4zuIytiS']",2011-10-01,0.362,0.378,1,-11.008,1,0.0329,0.679,0.0,0.091,0.575,87.549,4
5PEleSkK4p4E1sx3x7cOLt,I Just Had Sex,67,166560,1,"['The Lonely Island', 'Akon']","['1f5GqyOPo0CkotzzRwviBu', '0z4gvV4rjIZ9wHck67ucSV']",2011-01-01,0.615,0.811,6,-4.316,1,0.144,0.0188,0.0,0.196,0.808,167.995,4
4qyfir5Yr7nfo05g6cyFMT,Promise,67,384080,0,['Ben Howard'],['5schNIzWdI9gJ1QRK8SBnc'],2011-01-01,0.367,0.189,2,-15.736,1,0.0384,0.889,0.428,0.364,0.177,156.643,4
6eFahAdQgABBj1XOM99cBG,I Like It Like That (feat. New Boyz),66,188200,0,"['Hot Chelle Rae', 'New Boyz']","['6jTnHxhb6cDCaCu4rdvsQ0', '1ZKqrja0WvbSssYNFO3lzs']",2011-11-25,0.742,0.784,1,-5.458,1,0.0552,0.0308,0.0,0.354,0.65,101.002,4
5A8jUZatix87xG0Zj6HSKG,Angel With a Shotgun,66,223093,0,['The Cab'],['2C2sVVXanbOpymYBMpsi89'],2011,0.543,0.84,2,-5.121,1,0.0499,0.00471,0.0,0.179,0.394,124.037,4
5nJzWhlrBfn3cfDLlaAgAO,Lemonade - Ukulele Version,66,181505,0,['Jeremy Passion'],['5Z8UTQtTYNu5o5FA66LFgv'],2011-12-13,0.546,0.221,2,-8.915,1,0.063,0.868,0.0,0.0994,0.593,128.144,4
0fxpHpK3aw2nFWII6yveDD,"10,000 Reasons (Bless The Lord) - Live",66,342493,0,['Matt Redman'],['0bz9hDpUbAw5JElgEiuIYZ'],2011-01-01,0.431,0.485,7,-8.085,1,0.0274,0.452,0.0,0.544,0.367,145.22,4
0n3sHHfdOq6Awix3JPe3xl,Bad Romance,66,248400,0,['Halestorm'],['6om12Ev5ppgoMy3OYSoech'],2011-03-22,0.545,0.927,1,-4.736,1,0.0706,0.0128,2.33e-06,0.367,0.682,124.061,4
6ku3i5WNrsY3qhOq6ua9TL,Vem Dancar Kuduro,66,199236,0,"['Lucenzo', 'Big Ali']","['5bv5RplEOwdCvhq0EILh9E', '4LqXqd68BBoEk9RDYeS0ls']",2011-12-19,0.327,0.941,1,-3.294,1,0.353,0.0231,0.0,0.0636,0.707,129.738,4
3CgZCQyuyxHRMWB9BTwmni,Swim Good,66,257187,0,['Frank Ocean'],['2h93pZq0e7k5yf4dywlkpM'],2011-01-01,0.653,0.668,0,-8.183,1,0.0881,0.00116,0.00269,0.0731,0.711,160.048,4
7l0Lr7Tl4Gt8hQj4v3rwtf,I'm Not A Vampire,66,231840,0,['Falling In Reverse'],['2CmaKO2zEGJ1NWpS1yfVGz'],2011-07-26,0.235,0.965,2,-2.882,0,0.28,0.00887,0.0,0.0448,0.322,185.278,4
7sziTn5nHwrWf4K7gISaaU,Summer Paradise (feat. Sean Paul) - Single Version,66,234787,0,"['Simple Plan', 'Sean Paul']","['2p4FqHnazRucYQHyDCdBrJ', '3Isy6kedDrgPYoTS1dazA9']",2011-06-20,0.421,0.822,2,-4.415,1,0.0542,0.0132,0.0,0.092,0.751,171.935,4
0R7YVi7w41Dr9jU5vblAok,Sweat - Remix,66,195987,0,"['Snoop Dogg', 'David Guetta', 'Giorgio Tuinfort', 'Frederic Riesterer']","['7hJcb9fa4alzcOq3EaNPoG', '1Cs0zKBU1kc0i8ypK3B9ai', '39unIFnj3C60Q4FtYdS7fW', '6mr36E8GEO5zhtL71GCrZ5']",2011-01-01,0.813,0.732,7,-5.636,1,0.03,0.0597,0.00137,0.0826,0.731,130.02,4
2OXidlnDThZR3zf36k6DVL,Just A Kiss,66,218840,0,['Lady A'],['32WkQRZEVKSzVAAYqukAEA'],2011-09-13,0.593,0.639,1,-5.826,1,0.0307,0.446,0.0,0.0998,0.332,142.881,4
46QazXxQS0B31CnbRCy8CV,Rock You Like a Hurricane,65,255573,0,['Scorpions'],['27T030eWyCQRmDyuvr1kxY'],2011-11-04,0.587,0.891,11,-3.381,1,0.0361,0.000261,0.00454,0.314,0.705,124.005,4
0jOSpB2zK2O0SNxj8ZT5lp,How Great Is Our God,65,305427,0,['Chris Tomlin'],['6pRi6EIPXz4QJEOEsBaA0m'],2011-01-01,0.318,0.573,1,-5.653,1,0.0324,0.107,0.0,0.0854,0.0765,156.054,4
4sCSUQnWQ6HJsOMjfPicdn,Danza Kuduro,65,198387,0,"['Don Omar', 'Lucenzo']","['33ScadVnbm2X8kkUqOkC6Z', '5bv5RplEOwdCvhq0EILh9E']",2011-01-01,0.701,0.896,0,-6.459,1,0.0814,0.0866,0.0,0.0572,0.896,130.067,4
3xr8COed4nPPn6XWZ0iCGr,River Flows in You,65,218293,0,['Yiruma'],['0fauHpmSHwodVYIjTqOGHz'],2011-12-09,0.287,0.292,9,-19.285,1,0.0541,0.968,0.978,0.09,0.346,145.703,4
2vBiZ7nBe0OqTZKWGP0s4K,Lullaby,65,228107,0,['Nickelback'],['6deZN1bslXzeGvOLaLMOIF'],2011-11-14,0.508,0.832,11,-4.395,1,0.032,0.000372,0.0,0.0859,0.404,136.004,4
4m5HKGwULoA0SvhaXiDMPR,Call You Mine (feat. Geologic Of The Blue Scholars),65,215125,0,"['Jeff Bernat', 'Geologic Of The Blue Scholars']","['2vVT4qoxWje0gVD2FiWZ4u', '1OHFLaQWiPSWzt3pQcGeET']",2011-12-01,0.794,0.571,11,-6.436,0,0.0521,0.836,0.0174,0.0918,0.632,90.033,4
4NDpn6yfD5aqafYWFEaJDz,Our Day Will Come,65,169373,0,['Amy Winehouse'],['6Q192DXotxtaysaqNPy5yR'],2011-01-01,0.705,0.634,5,-6.083,0,0.0282,0.0405,3.53e-05,0.349,0.639,98.008,4
1kcV2LJxt5v0s2cEGtEJ5i,Phir Se Ud Chala,65,268833,0,['Mohit Chauhan'],['5GnnSrwNCGyfAU4zuIytiS'],2011-10-01,0.647,0.656,11,-8.632,1,0.0354,0.657,0.000163,0.343,0.453,119.965,4
5mFMb5OHI3cN0UjITVztCj,Rumour Has It,65,223267,0,['Adele'],['4dpARuHxo51G3z768sgnrY'],2011-01-24,0.612,0.749,0,-5.014,1,0.0446,0.615,0.0,0.167,0.574,120.052,4
7qekEQyGFRim7qNhxzkaLo,Somewhere Only We Know (Glee Cast Version) (feat. Darren Criss),65,184653,0,"['Glee Cast', 'Darren Criss']","['0SCbttzoZTnLFebDYmAWCm', '3nQ59hkeciYoR6RreQL4Rv']",2011-04-19,0.494,0.556,7,-6.348,1,0.0257,0.433,0.0,0.0969,0.325,85.986,4
1s9i7W8zx7Nxx78MUIsvjV,Outro,64,247027,0,['M83'],['63MQldklfxkjYDoUE4Tppz'],2011-10-17,0.162,0.256,2,-11.296,1,0.0346,0.0332,0.0923,0.0621,0.0784,108.893,4
7uNnlVit5qDvfOje0pqICF,Tum Ho,64,316500,0,"['Mohit Chauhan', ""Suzanne D'Mello""]","['5GnnSrwNCGyfAU4zuIytiS', '4HQeSXwG2BVH0KvxHE5oCf']",2011-10-01,0.356,0.47,5,-8.929,1,0.0278,0.518,1e-05,0.0807,0.167,93.895,4
2kN05N1AQQplsgFweFAqYb,These Days,64,298267,0,['Foo Fighters'],['7jy3rLJdDQY21OgRLCZ9sD'],2011-04-12,0.531,0.664,2,-4.428,1,0.0304,0.000261,0.0,0.205,0.215,135.3,4
1CRtJS94Hq3PbBZT9LuF90,Don't You Remember,64,243200,0,['Adele'],['4dpARuHxo51G3z768sgnrY'],2011-01-24,0.644,0.4,3,-5.713,1,0.0304,0.214,0.0,0.0866,0.227,115.025,4
336ZYcU6poBWi3s8yzRcAD,I Follow Rivers,64,228467,0,['Lykke Li'],['6oBm8HB0yfrIc9IHbxs6in'],2011,0.599,0.533,9,-14.032,0,0.0472,0.475,0.00153,0.235,0.607,122.262,4
4VxaUj96W2jw9UOtKHu51p,Goodbye,64,256787,0,"['Apparat', 'Soap&Skin']","['40Ojab0UtVQFjA76qXr8Ot', '2mAYpnSe3g2Y22JcZ2ddku']",2011,0.484,0.457,1,-13.976,0,0.0456,0.406,0.646,0.297,0.187,87.159,4
0EH7sgeiFqDa3eS7ieW2zs,Chammak Challo,63,227091,0,"['Akon', 'Hamsika Iyer']","['0z4gvV4rjIZ9wHck67ucSV', '35jsUTwBj5cW9GuNB7Xp61']",2011-09-16,0.742,0.879,0,-4.274,0,0.0328,0.0696,7.17e-06,0.0981,0.936,133.946,4
6mVD1SfTvlFAPVi7txFL5H,Machu Picchu,63,209627,0,['The Strokes'],['0epOFNiUfyON9EYx7Tpr6V'],2011-03-21,0.695,0.817,1,-5.294,1,0.0659,0.0132,0.097,0.0601,0.874,105.014,4
0LbK1bodGLc9xmV1cS9jvL,Will You Still Love Me Tomorrow? - 2011,63,262813,0,['Amy Winehouse'],['6Q192DXotxtaysaqNPy5yR'],2011-01-01,0.587,0.624,0,-4.657,1,0.025,0.161,0.000191,0.118,0.251,93.428,4
5kZDxLcbqglZ2yYXg4Mkjc,那些你很冒險的夢,63,244470,0,['JJ Lin'],['7Dx7RhX0mFuXhCOUgB01uM'],2011-12-30,0.426,0.487,2,-5.276,1,0.0361,0.785,0.0,0.259,0.28,135.103,4
4yYvWFUWMaKMXtoJKJnmZk,Shuffle,63,235293,0,['Bombay Bicycle Club'],['3pTE9iaJTkWns3mxpNQlJV'],2011-01-01,0.627,0.959,7,-4.744,1,0.0298,0.316,0.00576,0.112,0.397,109.981,4
08wnOyN1wyMaNrup3m353f,My Tears Are Becoming a Sea,63,151827,0,['M83'],['63MQldklfxkjYDoUE4Tppz'],2011-10-17,0.162,0.353,8,-11.286,0,0.0509,0.0993,0.274,0.575,0.0551,110.76,1
7hN5TKSdRb56uytwIpcUES,99 Problems,63,137427,0,['Hugo'],['3VSHFjwG94ubNcoST9hfxX'],2011,0.529,0.557,9,-7.762,1,0.0738,0.0357,3.93e-05,0.0734,0.592,162.599,4
04OxTCLGgDKfO0MMA2lcxv,Blind Faith,62,233667,0,"['Chase & Status', 'Liam Bailey']","['3jNkaOXasoc7RsxdchvEVq', '022EiWsch2zvty0qBUksDO']",2011-01-01,0.45,0.846,9,-4.712,0,0.0472,0.00523,0.0,0.228,0.402,140.042,4
37nxLdGbmgEYQYrqe14xOp,I Can Dream About You,62,249560,0,['Dan Hartman'],['1HvcqyRLS9nF8hAbTWOqpr'],2011-01-01,0.743,0.5,9,-14.105,1,0.0513,0.0515,0.0,0.0373,0.903,112.989,4
2q6fxAvSpqXR4jx9Ne7RGz,"Main Title - From The ""Game Of Thrones"" Soundtrack",62,106280,0,['Ramin Djawadi'],['1hCkSJcXREhrodeIHQdav8'],2011-01-01,0.197,0.603,5,-16.116,0,0.0454,0.302,0.794,0.106,0.232,169.881,3
2rYiDn8FjwBnBPtZDP8to3,Snow Fairy,62,216627,0,['FUNKIST'],['5bsH582oaAKCAcPMkOP2Vu'],2011-08-17,0.418,0.846,1,-4.211,0,0.0473,0.000232,0.0,0.161,0.561,105.983,4
0VLascXUZ2Ze2u5kUD5J1f,I Giorni,62,411080,0,['Ludovico Einaudi'],['2uFUBdaVGtyMqckSeCl0Qj'],2011-01-01,0.277,0.0314,2,-30.21,1,0.0545,0.992,0.943,0.0712,0.0495,131.571,3
5W63Zcirj6bvnTxhVIKTSK,One And Only,62,348227,0,['Adele'],['4dpARuHxo51G3z768sgnrY'],2011-01-24,0.528,0.468,5,-5.306,1,0.0287,0.295,0.0,0.165,0.185,154.974,3
28XDE6yXI6Bp4U3nLSGqzp,Smooth Operator - Remastered,62,256147,0,['Sade'],['47zz7sob9NUcODy0BTDvKx'],2011-05-09,0.688,0.684,9,-5.181,0,0.032,0.0757,0.000832,0.0441,0.96,119.193,4
0cEBv7oJxFp3bfTFqWFI0R,Why Don't You Love Me (feat. Demi Lovato),62,211413,0,"['Hot Chelle Rae', 'Demi Lovato']","['6jTnHxhb6cDCaCu4rdvsQ0', '6S2OmqARrzebs0tKUEyXyp']",2011-11-25,0.53,0.802,2,-6.494,1,0.0362,0.121,0.0,0.118,0.566,148.054,3
44alNkXsYnTyPnkMdohBcx,Bloom (Online Bonus Track),62,209817,0,['The Paper Kites'],['79hrYiudVcFyyxyJW0ipTy'],2011-08-01,0.581,0.421,1,-9.792,1,0.0245,0.894,0.000491,0.119,0.433,95.969,4
0I329vpTJRdSRjEcWaQsSL,Jet Lag (feat. Natasha Bedingfield),62,204526,0,"['Simple Plan', 'Natasha Bedingfield']","['2p4FqHnazRucYQHyDCdBrJ', '7o95ZoZt5ZYn31e9z1Hc0a']",2011-06-17,0.535,0.962,11,-3.453,1,0.0638,0.00361,0.0,0.163,0.687,144.984,4
0S6CXA5LpRDX6b4akgrOot,Love is a Laserquest,62,191427,0,['Arctic Monkeys'],['7Ln80lUS6He07XvHI8qqHH'],2011-06-06,0.349,0.662,11,-6.873,1,0.0402,0.00197,0.908,0.136,0.554,169.926,4
0FtD1ZukwCnuTfTNuwxrQM,Make A Move,61,183813,0,['Icon For Hire'],['1Jy0lTKAQDnTklKzF0g2o7'],2011-01-01,0.513,0.83,6,-4.71,0,0.0718,0.00181,0.0,0.0512,0.714,82.982,4
0LxeKwg9t7HOnyfv4bTALT,Suck It and See,61,225987,0,['Arctic Monkeys'],['7Ln80lUS6He07XvHI8qqHH'],2011-06-06,0.339,0.932,4,-5.017,1,0.057,0.00105,0.114,0.255,0.586,128.291,4
1yYr4D1KjhhyDD5bZIiFQy,In Waves,61,302467,0,['Trivium'],['278ZYwGhdK6QTzE3MFePnP'],2011-08-03,0.477,0.94,9,-3.435,1,0.103,0.000211,0.0518,0.346,0.338,76.517,4
73y649QhnXdcm6fRdvfraO,Abhi Mujh Mein Kahin,61,364787,0,"['Ajay-Atul', 'Sonu Nigam']","['5fvTHKKzW44A9867nPDocM', '1dVygo6tRFXC8CSWURQJq2']",2011-12-16,0.334,0.387,2,-9.483,1,0.0332,0.755,3.94e-05,0.113,0.42,129.959,1
1YuUPfLPOyvB1QYDKam0tc,A Thousand Miles - Live Acoustic,61,278347,0,['Vanessa Carlton'],['5ILrArfIV0tMURcHJN8Q07'],2011-11-21,0.44,0.236,11,-7.712,1,0.0279,0.88,3.09e-05,0.108,0.329,83.935,4
5uTjNzGKCQ50synrf9dWmT,Ritual Union,61,210267,0,['Little Dragon'],['6Tyzp9KzpiZ04DABQoedps'],2011-07-25,0.7,0.738,1,-4.398,1,0.0324,0.0381,0.00527,0.22,0.796,144.035,4
64I0O6ZipYryKte1cHA2EY,End Credits,61,200600,0,"['Chase & Status', 'Plan B']","['3jNkaOXasoc7RsxdchvEVq', '7qlh1IM1XMeQXA9ukp59au']",2011-01-01,0.324,0.783,1,-4.808,0,0.0346,0.00929,0.0117,0.0888,0.0788,116.704,3
1Cssm6TMieYSFz8gQyPzxa,MEIN LAND,61,233187,0,['Rammstein'],['6wWVKhxIU2cEi0K81v7HvP'],2011-12-02,0.378,0.905,8,-5.025,1,0.0351,0.000108,0.12,0.223,0.356,176.036,4
2vR23BjIzpLMtzsyKrM6Mb,Saiyyan,61,343907,0,"['Kailash Kher', 'Paresh Kamath', 'Naresh Kamath']","['4oVMLzAqW6qhRpZWt8fNw4', '3PgeUFj9oHU4K4RGaITz2f', '79sho4jpEGoCCC51KHnNSJ']",2011-06-03,0.473,0.562,0,-8.624,1,0.0451,0.65,0.000117,0.12,0.316,74.653,3
6WediUhXDfm8FR3wlM0r3G,Subha Hone Na De,61,288696,0,"['Pritam', 'Mika Singh', 'Shefali Alvares']","['1wRPtKGflJrBx9BmLsSwlU', '5T2I75UlGBcWd5nVyfmL13', '1Jt7JB3WIWaANzwHoybsVn']",2011-10-21,0.727,0.9,8,-4.529,1,0.0452,0.0805,0.0464,0.154,0.505,131.97,4
2b2HutIDmoeBnnKRWDLAtV,Phir Mohabbat,61,329851,0,"['Mohammed Irfan', 'Arijit Singh', 'Saim Bhat']","['6QtJ6BVdj43aDpgjnVp2tY', '4YRxDV8wJFPHPTeXepOstw', '0HIpVOzrDwqiI5wP56soMK']",2011-05-30,0.461,0.481,0,-6.389,0,0.0327,0.789,1.01e-06,0.127,0.262,199.807,4
3jPGemJdr95abo520vyvVk,Le Onde,61,336360,0,['Ludovico Einaudi'],['2uFUBdaVGtyMqckSeCl0Qj'],2011-01-01,0.332,0.131,2,-26.78,1,0.0501,0.993,0.912,0.0955,0.0742,117.9,3
7v0mtl6oInUtHOmTk2b0gC,Rope,61,259027,0,['Foo Fighters'],['7jy3rLJdDQY21OgRLCZ9sD'],2011-04-12,0.507,0.728,11,-4.874,0,0.0382,2.52e-05,7.41e-05,0.0725,0.535,138.19,4
5hVepr5CHiTGtJY5bP4i5n,No One Like You,60,246533,0,['Scorpions'],['27T030eWyCQRmDyuvr1kxY'],2011-11-04,0.601,0.928,7,-4.38,0,0.0481,0.014,0.000113,0.151,0.625,115.999,4
5a11x5PUFvJEadMRqtNtTr,Piya O Re Piya,60,292747,0,"['Atif Aslam', 'Shreya Ghoshal']","['2oSONSC9zQ4UonDKnLqksx', '0oOet2f43PA68X5RxKobEy']",2011-02-24,0.442,0.574,2,-6.394,1,0.0828,0.273,0.0,0.094,0.308,167.857,4
3czdA0j4iaLDJJCoT5D8iP,Don't Sit Down 'Cause I've Moved Your Chair,60,183507,0,['Arctic Monkeys'],['7Ln80lUS6He07XvHI8qqHH'],2011-06-06,0.434,0.912,9,-5.148,1,0.0451,0.0191,0.278,0.326,0.315,119.729,4
7jeOETwLUP84mPQzxlD5nh,Then He Kissed Me,60,158685,0,['The Crystals'],['7rewR1TVjhisjI6gauUamf'],2011-02-22,0.431,0.678,4,-7.945,1,0.0365,0.7,6.37e-06,0.199,0.633,135.919,4
3pVVFQ4D1yRBpztapn2hHG,Lose My Mind - Radio Edit,60,183267,0,"['Wildstylez', 'Brennan Heart']","['0wr85NuJuAYZsRzP1lJgiV', '5QySqc6yAFDx9m7fedFZmC']",2011-11-25,0.522,0.819,0,-4.493,1,0.0365,0.00243,0.00343,0.307,0.374,75.02,4
3rDfh2uI7DaBUAaBgaUkqH,The Story,60,225347,0,['Sara Ramirez'],['369G5DRwe0MjvyOoyyVXGN'],2011-03-11,0.504,0.41,11,-5.86,1,0.0288,0.0438,0.00123,0.108,0.134,98.022,4
2MwCoo4GeXpi8soWn9EiPo,Kannazhaga - The Kiss of Love,60,205947,0,"['Anirudh Ravichander', 'Dhanush', 'Shruti Haasan']","['4zCH9qm4R2DADamUHMCa6O', '2F3KtUVtrt2GLjcl6pB4cz', '06vOoTzj6cIac9FMbNXz9h']",2011-12-23,0.571,0.496,8,-7.153,0,0.0281,0.431,0.0,0.401,0.604,109.941,4
3O9nQmCkiA2VUAqQpkJZhD,Jack Sparrow,60,187747,1,"['The Lonely Island', 'Michael Bolton']","['1f5GqyOPo0CkotzzRwviBu', '6YHEMoNPbcheiWS2haGzkn']",2011-01-01,0.718,0.712,8,-5.242,1,0.222,0.0225,0.0,0.0442,0.42,97.005,4
4FnK3GEuekjYXavXPIGlmQ,Extremely Loud and Incredibly Close,60,117673,0,['Alexandre Desplat'],['71jzN72g8qWMCMkWC5p1Z0'],2011-12-20,0.474,0.0118,9,-31.108,0,0.0318,0.991,0.891,0.0622,0.0656,79.1,3
6ZoCBDOB308GqUdt2AJrV2,Dildaara (Stand By Me),60,249661,0,['Shafqat Amanat Ali'],['5SuRAj1A9FEHj5NxS86YAm'],2011-09-16,0.622,0.779,9,-5.799,1,0.037,0.102,0.000934,0.145,0.761,100.013,4
5usNPz6U1acDrkUYekGYDY,Then He Kissed Me,60,158853,0,['The Crystals'],['7rewR1TVjhisjI6gauUamf'],2011-02-22,0.44,0.682,4,-7.416,1,0.0373,0.681,3.33e-05,0.207,0.626,135.917,4
